id_aviso,fuente,tipo_operacion,tipo_inmueble,titulo,precio_uf,precio_clp,comuna,provincia,superficie_m2,dormitorios,banos,url,fecha_primera_vista,fecha_ultima_vista,historial_precios,latitud,longitud
DEMO-01345,demo,venta,casa,Casa 5D 3B en Hualpén,6257.0,247151500,Hualpén,Concepción,159 m²,5,3,https://example.invalid/demo/01345,2026-05-06,2026-06-10,2026-05-06:6257.0,-36.79459,-73.08537
DEMO-00630,demo,venta,departamento,Depto 4D 2B en Chiguayante,5458.0,215591000,Chiguayante,Concepción,107 m²,4,2,https://example.invalid/demo/00630,2026-08-05,2026-08-23,2026-08-05:5458.0,-36.92835,-73.0253
DEMO-02970,demo,venta,casa,Casa 4D 2B en Tomé,3022.0,119369000,Tomé,Concepción,,4,2,https://example.invalid/demo/02970,2026-05-08,2026-06-23,2026-05-08:2931.0|2026-05-31:3022.0,-36.61231,-72.94212
DEMO-02888,demo,venta,casa,Casa 3D 2B en Tomé,2155.0,85122500,Tomé,Concepción,,3,2,https://example.invalid/demo/02888,2026-05-08,2026-06-23,2026-05-08:2155.0,-36.61691,-72.94258
DEMO-00327,demo,venta,casa,Casa 6D 4B en Chiguayante,11681.0,461399500,Chiguayante,Concepción,283 m²,6,4,https://example.invalid/demo/00327,2026-07-14,2026-07-30,2026-07-14:11681.0,-36.9119,-73.00932
DEMO-02442,demo,venta,departamento,Depto 1D 1B en San Pedro de la Paz,29.0,1145500,San Pedro de la Paz,Concepción,,1,1,https://example.invalid/demo/02442,2026-06-11,2026-06-14,2026-06-11:29.0,-36.85084,-73.08243
DEMO-01642,demo,venta,casa,Casa 3D 2B en Los Ángeles,3419.0,135050500,Los Ángeles,Biobío,91 m²,3,2,https://example.invalid/demo/01642,2026-05-07,2026-07-03,2026-05-07:3419.0,-37.46326,-72.34403
DEMO-00192,demo,venta,casa,Casa 4D 2B en Chiguayante,4671.0,184504500,Chiguayante,Concepción,,4,2,https://example.invalid/demo/00192,2026-06-19,2026-07-06,2026-06-19:4671.0,-36.90779,-73.0192
DEMO-00244,demo,venta,casa,Casa 6D 4B en Chiguayante,11479.0,453420500,Chiguayante,Concepción,284 m²,6,4,https://example.invalid/demo/00244,2026-05-31,2026-06-26,2026-05-31:11823.0|2026-06-13:11479.0,-36.91825,-73.02091
DEMO-00513,demo,venta,departamento,Depto 2D 1B en Chiguayante,5724.0,226098000,Chiguayante,Concepción,62 m²,2,1,https://example.invalid/demo/00513,2026-06-04,2026-08-01,2026-06-04:6010.0|2026-07-03:5724.0,-36.92191,-73.01424
DEMO-02177,demo,venta,casa,Casa 5D 3B en San Pedro de la Paz,8812.0,348074000,San Pedro de la Paz,Concepción,168 m²,5,3,https://example.invalid/demo/02177,2026-09-01,2026-09-01,2026-09-01:8812.0,-36.85877,-73.09915
DEMO-02548,demo,venta,departamento,Depto 3D 2B en San Pedro de la Paz,3916.0,154682000,San Pedro de la Paz,Concepción,72 m²,3,2,https://example.invalid/demo/02548,2026-06-13,2026-06-29,2026-06-13:3916.0,-36.85359,-73.08679
DEMO-00687,demo,arriendo,casa,Casa 3D 2B en Concepción,23.5,928250,Concepción,Concepción,,3,2,https://example.invalid/demo/00687,2026-08-31,2026-09-01,2026-08-31:23.5,-36.83616,-73.04626
DEMO-02528,demo,venta,departamento,Depto 3D 2B en San Pedro de la Paz,3698.0,146071000,San Pedro de la Paz,Concepción,75 m²,3,2,https://example.invalid/demo/02528,2026-06-28,2026-06-29,2026-06-28:3698.0,-36.85432,-73.07552
DEMO-02957,demo,venta,casa,Casa 5D 3B en Tomé,6405.0,252997500,Tomé,Concepción,192 m²,5,3,https://example.invalid/demo/02957,2026-08-16,2026-09-01,2026-08-16:6405.0,-36.61684,-72.94955
DEMO-02994,demo,venta,casa,Casa 2D 1B en Tomé,1923.0,75958500,Tomé,Concepción,85 m²,2,1,https://example.invalid/demo/02994,2026-08-01,2026-08-13,2026-08-01:1923.0,-36.60786,-72.95416
DEMO-03031,demo,venta,casa,Casa 6D 4B en Tomé,7747.0,306006500,Tomé,Concepción,202 m²,6,4,https://example.invalid/demo/03031,2026-08-07,2026-09-01,2026-08-07:7747.0,-36.61973,-72.9534
DEMO-00888,demo,venta,casa,Casa 6D 4B en Concepción,10082.0,398239000,Concepción,Concepción,205 m²,6,4,https://example.invalid/demo/00888,2026-05-25,2026-05-28,2026-05-25:10082.0,-36.8228,-73.05852
DEMO-01401,demo,venta,departamento,Depto 2D 1B en Hualpén,2351.0,92864500,Hualpén,Concepción,56 m²,2,1,https://example.invalid/demo/01401,2026-05-17,2026-07-04,2026-05-17:2539.0|2026-06-10:2351.0,-36.7944,-73.08377
DEMO-01571,demo,venta,casa,Casa 6D 4B en Los Ángeles,8929.0,352695500,Los Ángeles,Biobío,283 m²,6,4,https://example.invalid/demo/01571,2026-08-14,2026-09-01,2026-08-14:8929.0,-37.44833,-72.33421
DEMO-01174,demo,venta,departamento,Depto 2D 1B en Concepción,2791.0,110244500,Concepción,Concepción,44 m²,2,1,https://example.invalid/demo/01174,2026-05-04,2026-06-05,2026-05-04:2791.0,-36.82629,-73.0446
DEMO-01358,demo,venta,casa,Casa 4D 2B en Hualpén,3684.0,145518000,Hualpén,Concepción,131 m²,4,2,https://example.invalid/demo/01358,2026-08-28,2026-09-01,2026-08-28:3684.0,-36.79479,-73.07907
DEMO-01160,demo,venta,departamento,Depto 3D 2B en Concepción,6262.0,247349000,Concepción,Concepción,94 m²,3,2,https://example.invalid/demo/01160,2026-07-01,2026-08-04,2026-07-01:6262.0,-36.81176,-73.05241
DEMO-02656,demo,venta,casa,Casa 2D 1B en Talcahuano,1890.0,74655000,Talcahuano,Concepción,77 m²,2,1,https://example.invalid/demo/02656,2026-07-07,2026-07-13,2026-07-07:1890.0,-36.75829,-73.116
DEMO-00330,demo,venta,casa,Casa 6D 4B en Chiguayante,7254.0,286533000,Chiguayante,Concepción,228 m²,6,4,https://example.invalid/demo/00330,2026-06-09,2026-07-05,2026-06-09:7254.0,-36.92497,-73.01959
DEMO-00353,demo,venta,casa,Casa 6D 4B en Chiguayante,8222.0,324769000,Chiguayante,Concepción,286 m²,6,4,https://example.invalid/demo/00353,2026-08-01,2026-08-13,2026-08-01:8222.0,-36.895,-73.01817
DEMO-00544,demo,venta,departamento,Depto 4D 2B en Chiguayante,4284.0,169218000,Chiguayante,Concepción,,4,2,https://example.invalid/demo/00544,2026-05-08,2026-07-03,2026-05-08:4284.0,-36.90848,-73.01432
DEMO-01459,demo,venta,departamento,Depto 4D 2B en Hualpén,6390.0,252405000,Hualpén,Concepción,122 m²,4,2,https://example.invalid/demo/01459,2026-07-22,2026-08-07,2026-07-22:6582.0|2026-07-30:6390.0,-36.79239,-73.09011
DEMO-02013,demo,venta,casa,Casa 2D 1B en San Pedro de la Paz,3981.0,157249500,San Pedro de la Paz,Concepción,61 m²,2,1,https://example.invalid/demo/02013,2026-08-02,2026-09-01,2026-08-02:3981.0,-36.85251,-73.07834
DEMO-02171,demo,venta,casa,Casa 3D 2B en San Pedro de la Paz,5428.0,214406000,San Pedro de la Paz,Concepción,108 m²,3,2,https://example.invalid/demo/02171,2026-07-08,2026-08-08,2026-07-08:6079.0|2026-07-23:5428.0,-36.86088,-73.09244
DEMO-00988,demo,venta,departamento,Depto 4D 2B en Concepción,9233.0,364703500,Concepción,Concepción,115 m²,4,2,https://example.invalid/demo/00988,2026-07-31,2026-08-30,2026-07-31:9233.0,-36.81222,-73.04468
DEMO-02481,demo,venta,departamento,Depto 3D 2B en San Pedro de la Paz,4116.0,162582000,San Pedro de la Paz,Concepción,,3,2,https://example.invalid/demo/02481,2026-08-15,2026-09-01,2026-08-15:4116.0,-36.84424,-73.0945
DEMO-00759,demo,venta,casa,Casa 3D 2B en Concepción,4028.0,159106000,Concepción,Concepción,96 m²,3,2,https://example.invalid/demo/00759,2026-05-23,2026-06-06,2026-05-23:4028.0,-36.85673,-73.0266
DEMO-00533,demo,venta,departamento,Depto 2D 1B en Chiguayante,2778.0,109731000,Chiguayante,Concepción,49 m²,2,1,https://example.invalid/demo/00533,2026-07-06,2026-08-23,2026-07-06:2778.0,-36.92135,-73.01507
DEMO-00352,demo,venta,casa,Casa 3D 2B en Chiguayante,2570.0,101515000,Chiguayante,Concepción,,3,2,https://example.invalid/demo/00352,2026-05-18,2026-06-02,2026-05-18:2878.0|2026-05-25:2570.0,-36.91465,-73.01008
DEMO-02864,demo,venta,departamento,Depto 3D 2B en Talcahuano,3644.0,143938000,Talcahuano,Concepción,,3,2,https://example.invalid/demo/02864,2026-07-08,2026-08-16,2026-07-08:3644.0,-36.73167,-73.11649
DEMO-01920,demo,venta,casa,Casa 6D 4B en Penco,9006.0,355737000,Penco,Concepción,259 m²,6,4,https://example.invalid/demo/01920,2026-05-14,2026-05-22,2026-05-14:9456.0|2026-05-18:9006.0,-36.74631,-72.99063
DEMO-01325,demo,arriendo,casa,Casa 6D 4B en Hualpén,50.6,1998700,Hualpén,Concepción,,6,4,https://example.invalid/demo/01325,2026-05-07,2026-05-21,2026-05-07:54.6|2026-05-14:50.6,-36.79698,-73.07746
DEMO-01388,demo,venta,casa,Casa 5D 3B en Hualpén,7920.0,312840000,Hualpén,Concepción,186 m²,5,3,https://example.invalid/demo/01388,2026-05-30,2026-06-21,2026-05-30:7920.0,-36.78979,-73.08548
DEMO-00465,demo,venta,departamento,Depto 2D 1B en Chiguayante,3306.0,130587000,Chiguayante,Concepción,,2,1,https://example.invalid/demo/00465,2026-06-17,2026-06-18,2026-06-17:3306.0,-36.92211,-73.01517
DEMO-01881,demo,venta,casa,Casa 3D 2B en Negrete,1572.0,62094000,Negrete,Biobío,107 m²,3,2,https://example.invalid/demo/01881,2026-05-19,2026-05-26,2026-05-19:1572.0,-37.59008,-72.52559
DEMO-02130,demo,venta,casa,Casa 6D 4B en San Pedro de la Paz,9097.0,359331500,San Pedro de la Paz,Concepción,205 m²,6,4,https://example.invalid/demo/02130,2026-07-24,2026-07-31,2026-07-24:9097.0,-36.83644,-73.09161
DEMO-00751,demo,venta,casa,Casa 5D 3B en Concepción,5917.0,233721500,Concepción,Concepción,169 m²,5,3,https://example.invalid/demo/00751,2026-05-16,2026-06-28,2026-05-16:5917.0,-36.81895,-73.05745
DEMO-01965,demo,venta,departamento,Depto 3D 2B en Penco,2763.0,109138500,Penco,Concepción,75 m²,3,2,https://example.invalid/demo/01965,2026-05-06,2026-05-28,2026-05-06:2763.0,-36.73693,-72.98953
DEMO-02719,demo,venta,casa,Casa 3D 2B en Talcahuano,3376.0,133352000,Talcahuano,Concepción,,3,2,https://example.invalid/demo/02719,2026-05-23,2026-06-18,2026-05-23:3376.0,-36.74228,-73.11116
DEMO-02673,demo,venta,casa,Casa 3D 2B en Talcahuano,4183.0,165228500,Talcahuano,Concepción,,3,2,https://example.invalid/demo/02673,2026-06-12,2026-06-30,2026-06-12:4183.0,-36.73599,-73.11181
DEMO-02644,demo,venta,casa,Casa 4D 2B en Talcahuano,4958.0,195841000,Talcahuano,Concepción,153 m²,4,2,https://example.invalid/demo/02644,2026-06-29,2026-08-04,2026-06-29:4958.0,-36.72508,-73.10482
DEMO-02534,demo,venta,departamento,Depto 4D 2B en San Pedro de la Paz,0,0,San Pedro de la Paz,Concepción,99 m²,4,2,https://example.invalid/demo/02534,2026-05-20,2026-06-05,2026-05-20:0,-36.85537,-73.09547
DEMO-03032,demo,venta,casa,Casa 6D 4B en Tomé,4277.0,168941500,Tomé,Concepción,,6,4,https://example.invalid/demo/03032,2026-05-22,2026-07-08,2026-05-22:4277.0,-36.62781,-72.95668
DEMO-01696,demo,venta,departamento,Depto 2D 1B en Los Ángeles,1285.0,50757500,Los Ángeles,Biobío,42 m²,2,1,https://example.invalid/demo/01696,2026-08-16,2026-09-01,2026-08-16:1285.0,-37.46634,-72.3515
DEMO-02397,demo,venta,departamento,Depto 2D 1B en San Pedro de la Paz,3438.0,135801000,San Pedro de la Paz,Concepción,59 m²,2,1,https://example.invalid/demo/02397,2026-06-30,2026-07-21,2026-06-30:3713.0|2026-07-10:3438.0,-36.84186,-73.0859
DEMO-01053,demo,venta,departamento,Depto 3D 2B en Concepción,5733.0,226453500,Concepción,Concepción,78 m²,3,2,https://example.invalid/demo/01053,2026-05-17,2026-05-31,2026-05-17:5733.0,-36.82387,-73.04884
DEMO-01016,demo,venta,departamento,Depto 2D 1B en Concepción,2802.0,110679000,Concepción,Concepción,55 m²,2,1,https://example.invalid/demo/01016,2026-05-27,2026-06-10,2026-05-27:3026.0|2026-06-03:2802.0,-36.82102,-73.05884
DEMO-01750,demo,venta,departamento,Depto 2D 1B en Los Ángeles,1610.0,63595000,Los Ángeles,Biobío,51 m²,2,1,https://example.invalid/demo/01750,2026-05-14,2026-06-08,2026-05-14:1610.0,-37.47355,-72.3458
DEMO-00411,demo,venta,casa,Casa 6D 4B en Chiguayante,9320.0,368140000,Chiguayante,Concepción,266 m²,6,4,https://example.invalid/demo/00411,2026-08-13,2026-09-01,2026-08-13:9320.0,-36.92438,-73.00133
DEMO-01515,demo,venta,casa,Casa 3D 2B en Hualqui,2231.0,88124500,Hualqui,Concepción,109 m²,3,2,https://example.invalid/demo/01515,2026-08-24,2026-09-01,2026-08-24:2231.0,-36.97416,-72.93317
DEMO-02837,demo,venta,departamento,Depto 5D 3B en Talcahuano,4570.0,180515000,Talcahuano,Concepción,134 m²,5,3,https://example.invalid/demo/02837,2026-05-15,2026-06-06,2026-05-15:4570.0,-36.72823,-73.10849
DEMO-01106,demo,venta,departamento,Depto 2D 1B en Concepción,4659.0,184030500,Concepción,Concepción,51 m²,2,1,https://example.invalid/demo/01106,2026-05-09,2026-05-16,2026-05-09:4659.0,-36.82092,-73.0422
DEMO-01947,demo,venta,departamento,Depto 3D 2B en Penco,4234.0,167243000,Penco,Concepción,73 m²,3,2,https://example.invalid/demo/01947,2026-06-23,2026-08-09,2026-06-23:4234.0,-36.74088,-72.99703
DEMO-00669,demo,venta,departamento,Depto 2D 1B en Chiguayante,3562.0,140699000,Chiguayante,Concepción,66 m²,2,1,https://example.invalid/demo/00669,2026-06-30,2026-08-07,2026-06-30:3847.0|2026-07-19:3562.0,-36.91924,-73.01957
DEMO-02766,demo,venta,departamento,Depto 2D 1B en Talcahuano,1344.0,53088000,Talcahuano,Concepción,42 m²,2,1,https://example.invalid/demo/02766,2026-06-20,2026-06-29,2026-06-20:1344.0,-36.73708,-73.10538
DEMO-01485,demo,venta,departamento,Depto 3D 2B en Hualpén,2994.0,118263000,Hualpén,Concepción,91 m²,3,2,https://example.invalid/demo/01485,2026-08-25,2026-09-01,2026-08-25:2994.0,-36.78523,-73.07487
DEMO-00095,demo,venta,casa,Casa 4D 2B en Chiguayante,8086.0,319397000,Chiguayante,Concepción,123 m²,4,2,https://example.invalid/demo/00095,2026-05-06,2026-06-03,2026-05-06:7843.0|2026-05-20:8086.0,-36.91942,-73.00561
DEMO-00002,demo,venta,casa,Casa 5D 3B en Arauco,4989.0,197065500,Arauco,Arauco,161 m²,5,3,https://example.invalid/demo/00002,2026-08-02,2026-08-02,2026-08-02:4989.0,-37.24937,-73.31707
DEMO-01447,demo,venta,departamento,Depto 4D 2B en Hualpén,0,0,Hualpén,Concepción,119 m²,4,2,https://example.invalid/demo/01447,2026-07-27,2026-09-01,2026-07-27:0,-36.78603,-73.07502
DEMO-00367,demo,venta,casa,Casa 4D 2B en Chiguayante,4375.0,172812500,Chiguayante,Concepción,133 m²,4,2,https://example.invalid/demo/00367,2026-05-19,2026-06-15,2026-05-19:4375.0,-36.91772,-73.00494
DEMO-00404,demo,venta,casa,Casa 6D 4B en Chiguayante,6535.0,258132500,Chiguayante,Concepción,197 m²,6,4,https://example.invalid/demo/00404,2026-05-07,2026-06-22,2026-05-07:6535.0,-36.91375,-72.99918
DEMO-02789,demo,venta,departamento,Depto 2D 1B en Talcahuano,1693.0,66873500,Talcahuano,Concepción,57 m²,2,1,https://example.invalid/demo/02789,2026-06-19,2026-08-03,2026-06-19:1693.0,-36.727,-73.11292
DEMO-01273,demo,venta,casa,Casa 4D 2B en Coronel,3911.0,154484500,Coronel,Concepción,,4,2,https://example.invalid/demo/01273,2026-07-21,2026-09-01,2026-07-21:3911.0,-37.0402,-73.13516
DEMO-03145,demo,venta,departamento,Depto 2D 1B en Tomé,1784.0,70468000,Tomé,Concepción,59 m²,2,1,https://example.invalid/demo/03145,2026-07-27,2026-08-25,2026-07-27:1784.0,-36.61546,-72.95323
DEMO-00974,demo,venta,departamento,Depto 2D 1B en Concepción,2916.0,115182000,Concepción,Concepción,48 m²,2,1,https://example.invalid/demo/00974,2026-08-30,2026-09-01,2026-08-30:2916.0,-36.82055,-73.05676
DEMO-00469,demo,venta,departamento,Depto 4D 2B en Chiguayante,4428.0,174906000,Chiguayante,Concepción,104 m²,4,2,https://example.invalid/demo/00469,2026-08-28,2026-09-01,2026-08-28:4428.0,-36.92059,-73.02224
DEMO-02272,demo,venta,departamento,Depto 2D 1B en San Pedro de la Paz,2742.0,108309000,San Pedro de la Paz,Concepción,54 m²,2,1,https://example.invalid/demo/02272,2026-05-11,2026-06-08,2026-05-11:2742.0,-36.84941,-73.09724
DEMO-02335,demo,venta,departamento,Depto 2D 1B en San Pedro de la Paz,3571.0,141054500,San Pedro de la Paz,Concepción,58 m²,2,1,https://example.invalid/demo/02335,2026-06-12,2026-06-26,2026-06-12:3571.0,-36.84531,-73.09492
DEMO-00472,demo,venta,departamento,Depto 3D 2B en Chiguayante,55.0,2172500,Chiguayante,Concepción,91 m²,3,2,https://example.invalid/demo/00472,2026-07-14,2026-09-01,2026-07-14:55.0,-36.9147,-73.02111
DEMO-02952,demo,venta,casa,Casa 3D 2B en Tomé,2606.0,102937000,Tomé,Concepción,97 m²,3,2,https://example.invalid/demo/02952,2026-07-10,2026-08-23,2026-07-10:2606.0,-36.61696,-72.96388
DEMO-00749,demo,venta,casa,Casa 3D 2B en Concepción,5796.0,228942000,Concepción,Concepción,93 m²,3,2,https://example.invalid/demo/00749,2026-06-24,2026-08-09,2026-06-24:6260.0|2026-07-17:5796.0,-36.82294,-73.04015
DEMO-03059,demo,venta,casa,Casa 3D 2B en Tomé,2486.0,98197000,Tomé,Concepción,100 m²,3,2,https://example.invalid/demo/03059,2026-07-08,2026-09-01,2026-07-08:2486.0,-36.62618,-72.94212
DEMO-02918,demo,venta,casa,Casa 3D 2B en Tomé,1938.0,76551000,Tomé,Concepción,115 m²,3,2,https://example.invalid/demo/02918,2026-05-05,2026-06-10,2026-05-05:1938.0,-36.62214,-72.96351
DEMO-01970,demo,venta,departamento,Depto 2D 1B en Penco,2646.0,104517000,Penco,Concepción,66 m²,2,1,https://example.invalid/demo/01970,2026-07-04,2026-08-06,2026-07-04:2646.0,-36.74171,-72.99208
DEMO-01255,demo,venta,casa,Casa 6D 4B en Coronel,5186.0,204847000,Coronel,Concepción,208 m²,6,4,https://example.invalid/demo/01255,2026-05-08,2026-07-03,2026-05-08:5186.0,-37.03628,-73.1262
DEMO-02262,demo,arriendo,departamento,Depto 2D 1B en San Pedro de la Paz,15.4,608300,San Pedro de la Paz,Concepción,60 m²,2,1,https://example.invalid/demo/02262,2026-07-03,2026-07-20,2026-07-03:15.4,-36.84706,-73.09426
DEMO-01803,demo,venta,departamento,Depto 3D 2B en Los Ángeles,3862.0,152549000,Los Ángeles,Biobío,,3,2,https://example.invalid/demo/01803,2026-07-31,2026-09-01,2026-07-31:3862.0,-37.48155,-72.35335
DEMO-02223,demo,venta,casa,Casa 6D 4B en San Pedro de la Paz,9476.0,374302000,San Pedro de la Paz,Concepción,249 m²,6,4,https://example.invalid/demo/02223,2026-05-10,2026-06-20,2026-05-10:9476.0,-36.83958,-73.07655
DEMO-00489,demo,venta,departamento,Depto 1D 1B en Chiguayante,1401.0,55339500,Chiguayante,Concepción,39 m²,1,1,https://example.invalid/demo/00489,2026-05-05,2026-05-14,2026-05-05:1401.0,-36.91174,-73.01294
DEMO-03014,demo,venta,casa,Casa 6D 4B en Tomé,6478.0,255881000,Tomé,Concepción,,6,4,https://example.invalid/demo/03014,2026-08-02,2026-09-01,2026-08-02:6478.0,-36.6221,-72.94538
DEMO-00637,demo,venta,departamento,Depto 2D 1B en Chiguayante,1911.0,75484500,Chiguayante,Concepción,51 m²,2,1,https://example.invalid/demo/00637,2026-05-23,2026-07-08,2026-05-23:2064.0|2026-06-15:1911.0,-36.92096,-73.02179
DEMO-00736,demo,venta,casa,Casa 2D 1B en Concepción,4476.0,176802000,Concepción,Concepción,83 m²,2,1,https://example.invalid/demo/00736,2026-06-15,2026-08-01,2026-06-15:4476.0,-36.81688,-73.05503
DEMO-02141,demo,venta,casa,Casa 3D 2B en San Pedro de la Paz,4482.0,177039000,San Pedro de la Paz,Concepción,90 m²,3,2,https://example.invalid/demo/02141,2026-06-12,2026-07-29,2026-06-12:4482.0,-36.84764,-73.11278
DEMO-01532,demo,venta,casa,Casa 6D 4B en Hualqui,5392.0,212984000,Hualqui,Concepción,281 m²,6,4,https://example.invalid/demo/01532,2026-08-08,2026-08-10,2026-08-08:5392.0,-36.98379,-72.91772
DEMO-01263,demo,venta,casa,Casa 6D 4B en Coronel,5222.0,206269000,Coronel,Concepción,238 m²,6,4,https://example.invalid/demo/01263,2026-07-22,2026-08-10,2026-07-22:5222.0,-37.0187,-73.13329
DEMO-02939,demo,venta,casa,Casa 2D 1B en Tomé,2960.0,116920000,Tomé,Concepción,82 m²,2,1,https://example.invalid/demo/02939,2026-08-08,2026-08-17,2026-08-08:3315.0|2026-08-12:2960.0,-36.61322,-72.95626
DEMO-01826,demo,venta,departamento,Depto 2D 1B en Los Ángeles,2380.0,94010000,Los Ángeles,Biobío,,2,1,https://example.invalid/demo/01826,2026-07-24,2026-08-28,2026-07-24:2309.0|2026-08-10:2380.0,-37.48012,-72.3509
DEMO-00767,demo,venta,casa,Casa 6D 4B en Concepción,8987.0,354986500,Concepción,Concepción,311 m²,6,4,https://example.invalid/demo/00767,2026-07-04,2026-08-11,2026-07-04:8987.0,-36.82952,-73.06153
DEMO-00971,demo,venta,departamento,Depto 1D 1B en Concepción,1799.0,71060500,Concepción,Concepción,38 m²,1,1,https://example.invalid/demo/00971,2026-06-18,2026-07-14,2026-06-18:1799.0,-36.83612,-73.04193
DEMO-01280,demo,venta,casa,Casa 6D 4B en Coronel,8099.0,319910500,Coronel,Concepción,221 m²,6,4,https://example.invalid/demo/01280,2026-08-17,2026-08-19,2026-08-17:8099.0,-37.02428,-73.14629
DEMO-01110,demo,venta,departamento,Depto 2D 1B en Concepción,4398.0,173721000,Concepción,Concepción,66 m²,2,1,https://example.invalid/demo/01110,2026-08-18,2026-08-22,2026-08-18:4398.0,-36.82357,-73.04886
DEMO-00525,demo,venta,departamento,Depto 4D 2B en Chiguayante,8890.0,351155000,Chiguayante,Concepción,108 m²,4,2,https://example.invalid/demo/00525,2026-07-25,2026-09-01,2026-07-25:8890.0,-36.92727,-73.0092
DEMO-02463,demo,venta,departamento,Depto 4D 2B en San Pedro de la Paz,7127.0,281516500,San Pedro de la Paz,Concepción,109 m²,4,2,https://example.invalid/demo/02463,2026-08-24,2026-09-01,2026-08-24:7127.0,-36.84715,-73.09583
DEMO-01607,demo,venta,casa,Casa 3D 2B en Los Ángeles,2412.0,95274000,Los Ángeles,Biobío,105 m²,3,2,https://example.invalid/demo/01607,2026-08-19,2026-09-01,2026-08-19:2701.0|2026-08-25:2412.0,-37.42815,-72.38769
DEMO-00732,demo,venta,casa,Casa 4D 2B en Concepción,6097.0,240831500,Concepción,Concepción,146 m²,4,2,https://example.invalid/demo/00732,2026-08-27,2026-09-01,2026-08-27:6097.0,-36.81515,-73.07502
DEMO-00294,demo,venta,casa,Casa 4D 2B en Chiguayante,4882.0,192839000,Chiguayante,Concepción,134 m²,4,2,https://example.invalid/demo/00294,2026-08-21,2026-09-01,2026-08-21:4882.0,-36.92686,-73.01528
DEMO-01363,demo,venta,casa,Casa 4D 2B en Hualpén,4689.0,185215500,Hualpén,Concepción,138 m²,4,2,https://example.invalid/demo/01363,2026-08-03,2026-09-01,2026-08-03:4689.0,-36.7915,-73.10088
DEMO-03025,demo,venta,casa,Casa 3D 2B en Tomé,3926.0,155077000,Tomé,Concepción,113 m²,3,2,https://example.invalid/demo/03025,2026-07-18,2026-08-03,2026-07-18:4044.0|2026-07-26:3926.0,-36.61753,-72.94757
DEMO-00333,demo,venta,casa,Casa 6D 4B en Chiguayante,7418.0,293011000,Chiguayante,Concepción,212 m²,6,4,https://example.invalid/demo/00333,2026-07-02,2026-07-05,2026-07-02:7418.0,-36.90991,-73.01135
DEMO-02045,demo,venta,casa,Casa 6D 4B en San Pedro de la Paz,12744.0,503388000,San Pedro de la Paz,Concepción,284 m²,6,4,https://example.invalid/demo/02045,2026-06-05,2026-07-22,2026-06-05:12744.0,-36.81845,-73.08597
DEMO-01154,demo,venta,departamento,Depto 4D 2B en Concepción,8684.0,343018000,Concepción,Concepción,124 m²,4,2,https://example.invalid/demo/01154,2026-07-01,2026-07-03,2026-07-01:8684.0,-36.83777,-73.05501
DEMO-00169,demo,venta,casa,Casa 5D 3B en Chiguayante,5416.0,213932000,Chiguayante,Concepción,,5,3,https://example.invalid/demo/00169,2026-06-14,2026-08-01,2026-06-14:5416.0,-36.9107,-73.02295
DEMO-02851,demo,venta,departamento,Depto 4D 2B en Talcahuano,7194.0,284163000,Talcahuano,Concepción,106 m²,4,2,https://example.invalid/demo/02851,2026-06-13,2026-08-09,2026-06-13:7194.0,-36.72755,-73.10114
DEMO-01526,demo,venta,casa,Casa 3D 2B en Hualqui,2391.0,94444500,Hualqui,Concepción,121 m²,3,2,https://example.invalid/demo/01526,2026-05-17,2026-06-05,2026-05-17:2391.0,-36.96518,-72.94093
DEMO-01368,demo,venta,casa,Casa 2D 1B en Hualpén,2309.0,91205500,Hualpén,Concepción,77 m²,2,1,https://example.invalid/demo/01368,2026-06-20,2026-07-03,2026-06-20:2309.0,-36.80528,-73.08483
DEMO-00061,demo,arriendo,casa,Casa 3D 2B en Chiguayante,23.0,908500,Chiguayante,Concepción,97 m²,3,2,https://example.invalid/demo/00061,2026-05-15,2026-06-04,2026-05-15:23.0,-36.92989,-73.0066
DEMO-00899,demo,venta,casa,Casa 6D 4B en Concepción,10280.0,406060000,Concepción,Concepción,198 m²,6,4,https://example.invalid/demo/00899,2026-08-01,2026-09-01,2026-08-01:10794.0|2026-08-16:10280.0,-36.83252,-73.06907
DEMO-01543,demo,venta,casa,Casa 2D 1B en Los Ángeles,2786.0,110047000,Los Ángeles,Biobío,77 m²,2,1,https://example.invalid/demo/01543,2026-06-17,2026-06-21,2026-06-17:2786.0,-37.4545,-72.35414
DEMO-01247,demo,venta,casa,Casa 5D 3B en Coronel,5802.0,229179000,Coronel,Concepción,181 m²,5,3,https://example.invalid/demo/01247,2026-08-26,2026-09-01,2026-08-26:5802.0,-37.01701,-73.13335
DEMO-02953,demo,venta,casa,Casa 4D 2B en Tomé,3255.0,128572500,Tomé,Concepción,134 m²,4,2,https://example.invalid/demo/02953,2026-07-25,2026-08-22,2026-07-25:3255.0,-36.62157,-72.96617
DEMO-00755,demo,venta,casa,Casa 3D 2B en Concepción,4273.0,168783500,Concepción,Concepción,94 m²,3,2,https://example.invalid/demo/00755,2026-07-17,2026-08-26,2026-07-17:4273.0,-36.81394,-73.04347
DEMO-01538,demo,venta,casa,Casa 5D 3B en Los Ángeles,3862.0,152549000,Los Ángeles,Biobío,163 m²,5,3,https://example.invalid/demo/01538,2026-08-10,2026-09-01,2026-08-10:3862.0,-37.50941,-72.35965
