url,cerca_biotren,cerca_colegio,cerca_parque,cerca_salud,cerca_supermercado,cerca_universidad,dist_biotren,dist_colegio,dist_parque,dist_salud,dist_supermercado,dist_universidad,sol_calidad,sol_calle,sol_edificios,sol_fuente,sol_horas_luz,sol_p10,sol_p3,sol_p6
https://example.invalid/demo/01094,Buses Delsal,Escuela Diferencial y Centro de Atencion Temprana Libertad,Plaza Condell,Clínica Ernesto Silva B.,Andretta,Preuniversitarios Cpech,826,153,326,412,405,407,0.81,4.3,32,demo,9.5,7.0,6.7,6.8
https://example.invalid/demo/02846,El Arenal,Colegio Remodelación Simons,,Filial Cruz Roja Talcahuano,Lider,Instituto Profesional ESUCOMEX Talcahuano,948,544,254,1272,178,880,0.6,3.8,30,demo,9.5,7.0,5.7,7.0
https://example.invalid/demo/00021,,,,,,,,,,,,,0.69,8.2,32,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/01145,Conquistador,Parvulario Colegio Adventista de Concepción,,Centro Medico Universidad San Sebastián,Unimarc,Universidad San Sebastián,483,81,143,545,423,709,0.62,4.0,32,demo,9.5,8.8,7.0,7.5
https://example.invalid/demo/01779,Terminal Santa Rita,Escuela Diferencial Ángelitos,,CESFAM/ SAPU 2 de Septiembre,Lider Express,Inacap Los Ángeles,1572,228,246,394,621,524,0.69,3.5,35,demo,9.5,6.3,5.8,6.0
https://example.invalid/demo/00621,Chiguayante,Escuela José Hipólito Salas y Toro,Plaza Cochrane,Cruz Roja Filial Chiguayante,Santa Isabel,,551,334,180,740,414,,0.83,7.8,29,demo,9.5,9.2,8.5,8.8
https://example.invalid/demo/01792,Terminal de Buses Rurales Vega Techada,Escuela Especial de Lenguaje Capullos,,ACHS Salud,Tottus,Hogar Universidad de Concepción,1060,468,234,123,88,759,0.7,4.7,37,demo,9.5,9.5,9.2,9.5
https://example.invalid/demo/03056,,Escuela República De Panamá,Paseo Lisa Peters T.,CESFAM/ SAPU Bellavista,Mayorista 10,,1936,395,1151,920,869,,0.68,6.7,38,demo,9.5,9.5,9.2,9.5
https://example.invalid/demo/02228,Juan Pablo II,Escuela de Lenguaje Llacolén,Plaza Bellavista,Ex Clínica Universitaria San Pedro,Super Gangas,Univesidad Santo Tomás Concepción,841,401,172,1059,531,2684,0.73,3.2,33,demo,9.5,5.5,4.0,4.8
https://example.invalid/demo/00325,Pedro Medina,Colegio John F. Kennedy,,Cruz Roja Filial Chiguayante,Supermercado Monika,,2776,2494,2525,2692,2811,,0.78,8.5,40,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/00795,Estación Intermodal Concepción,Colegio para Adultos Renacer,Plaza España,Centro Integral del Adulto Mayor Juan Soto Fernández,Tottus,Instituto Santo Tomás,452,237,546,337,306,85,0.76,6.2,34,demo,9.5,8.5,7.8,8.0
https://example.invalid/demo/00470,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Lider,,355,363,491,1009,527,,0.73,6.8,26,demo,9.5,9.2,8.7,8.7
https://example.invalid/demo/00609,Pedro Medina,Colegio Andrés Bello,,CESFAM Pinares,Lider,,485,374,88,494,145,,0.62,0.5,34,demo,9.5,0.5,0.5,0.5
https://example.invalid/demo/01755,Terminal Santa Rita,Escuela Especial Antu,Alameda,Centro Médico y Dental RedSalud,Jumbo,Instituto Santo Tomás,849,170,144,222,47,150,0.74,5.5,31,demo,9.5,6.7,5.8,5.8
https://example.invalid/demo/00235,Estación de buses Turbus,Colegio Concepción Chiguayante,,Cruz Roja Filial Chiguayante,Unimarc,,1632,385,357,1426,234,,0.74,7.0,35,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/01265,Estación Intermodal Coronel,Escuela Vista Hermosa,Plazoleta Altos de Coronel,Hospital San José de Coronel,Unimarc,,2070,1200,1312,1608,1639,2451,0.76,4.2,41,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/01258,Cristo Redentor,Escuela D-648 Rosita Renard,,CESFAM Carlos Pinto Fierro,pelado,Centro de Estudios e Inclusión Laboral Biocor,578,562,400,350,246,1354,0.68,3.0,28,demo,9.5,9.2,7.2,7.8
https://example.invalid/demo/01003,Buses Delsal,Colegio La Providencia,Plaza San Juan Bosco,Clínica Ernesto Silva B.,Colun,Instituto IPG Concepción,1005,146,415,233,320,223,0.66,6.8,32,demo,9.5,8.5,7.8,8.2
https://example.invalid/demo/02832,El Arenal,Colegio Remodelación Simons,Borde Costero El Morro,Filial Cruz Roja Talcahuano,Lider,Instituto Profesional ESUCOMEX Talcahuano,1532,782,464,929,981,1165,0.74,5.3,35,demo,9.5,6.5,6.3,6.3
https://example.invalid/demo/00370,Pedro Medina,Centro de Nivelación y de Capacitación para Adultos Madre María Nys,Plaza Pedro Medina,Policlínico Chiguayante,Unimarc,,33,163,263,639,336,,0.81,7.2,27,demo,9.5,9.0,7.8,8.3
https://example.invalid/demo/00987,Estación Intermodal Concepción,Jardin infantil y Sala Cuna Tirita de Papel,,Clínica Dental,Super Ganga,AIEP,456,258,267,178,210,62,0.67,7.7,39,demo,9.5,9.3,8.5,8.8
https://example.invalid/demo/00082,Estación de buses Turbus,Colegio John F. Kennedy,,Cruz Roja Filial Chiguayante,Supermercado Monika,,1200,910,1072,1112,1203,,0.73,5.0,33,demo,9.5,5.8,5.5,5.5
https://example.invalid/demo/03064,,Escuela República De Panamá,Paseo Lisa Peters T.,Hospital de Tomé,Mayorista 10,,2338,548,750,1274,537,,0.61,7.0,36,demo,9.5,8.3,8.3,8.3
https://example.invalid/demo/01113,Estación Intermodal Concepción,Instituto Down,Áreas verdes Esmeralda,Clínica dental: Radio Dent,Unimarc,Instituto Profesional Virginio Gómez,929,316,303,338,231,394,0.71,5.0,38,demo,9.5,7.5,6.3,7.3
https://example.invalid/demo/00332,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Unimarc,,1004,846,927,1633,1311,,0.68,5.5,31,demo,9.5,7.0,6.0,6.3
https://example.invalid/demo/03065,,Escuela Mariano Egaña,,Hospital de Tomé,Unimarc,,3983,257,316,630,1331,,0.68,6.8,34,demo,9.5,9.3,8.0,8.7
https://example.invalid/demo/02280,Juan Pablo II,Escuela Luis Alberto Acevedo,,Ex Clínica Universitaria San Pedro,Verluys,Univesidad Santo Tomás Concepción,149,498,206,767,43,3387,0.76,4.5,33,demo,9.5,7.8,6.8,7.5
https://example.invalid/demo/02424,Juan Pablo II,Escuela de Lenguaje Llacolén,,Ex Clínica Universitaria San Pedro,Santa Isabel,AIEP,1696,957,522,1219,1173,2546,0.62,3.7,26,demo,9.5,6.7,6.7,6.7
https://example.invalid/demo/02881,,Escuela República De Panamá,Plaza Arturo Prat,CESFAM/ SAPU Bellavista,Acuenta,,2133,213,908,1089,585,,0.81,7.7,32,demo,9.5,8.3,8.3,8.3
https://example.invalid/demo/00425,Pedro Medina,Escuela José Hipólito Salas y Toro,Plaza Cochrane,Policlínico Chiguayante,Santa Isabel,,661,208,82,599,225,,0.74,4.5,27,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/02815,El Arenal,Jardin Infantil Barquito de Papel,,Filial Cruz Roja Talcahuano,,Instituto Profesional ESUCOMEX Talcahuano,448,75,268,872,141,283,0.59,5.7,32,demo,9.5,8.3,7.0,7.5
https://example.invalid/demo/01296,Coronel,Colegio Jorge Rojas,,Centro kinésico Coronel,SuperBodega aCuenta,,649,505,516,949,783,1837,0.86,5.8,35,demo,9.5,8.3,6.5,7.2
https://example.invalid/demo/02899,,Escuela República De Panamá,Plaza Arturo Prat,CESFAM/ SAPU Bellavista,Acuenta,,1983,197,1062,942,743,,0.71,0.2,34,demo,9.5,9.5,8.7,9.5
https://example.invalid/demo/00334,Pedro Medina,Colegio Aurora de Chile,,Policlínico Chiguayante,Unimarc,,350,198,118,470,97,,0.53,7.0,38,demo,9.5,7.7,7.5,7.7
https://example.invalid/demo/00041,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Super Ganga,,588,435,174,937,632,,0.71,6.2,34,demo,9.5,7.7,7.0,7.7
https://example.invalid/demo/00872,Buses Delsal,Colegio Per Se,Plaza Condell,Clínica Ernesto Silva B.,Andretta,Universidad del Desarrollo,963,273,222,398,253,403,0.66,5.5,38,demo,9.5,9.3,9.0,9.2
https://example.invalid/demo/00158,Estación de buses Turbus,Colegio John F. Kennedy,,Cruz Roja Filial Chiguayante,Supermercado Monika,,819,575,793,769,828,,0.67,0.0,39,demo,9.5,6.0,4.2,6.0
https://example.invalid/demo/00661,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Lider,,768,698,667,1437,926,,0.65,2.7,31,demo,9.5,9.5,3.7,8.7
https://example.invalid/demo/02328,Juan Pablo II,Colegio Santísima Trinidad,,Ex Clínica Universitaria San Pedro,Unimarc,INACAP San Pedro de la Paz,1903,121,139,1127,419,3037,0.68,7.8,38,demo,9.5,9.5,9.0,9.5
https://example.invalid/demo/01354,Universidad Técnica Federico Santa María,Escuela Particular Diego Portales,Paseo Marsella,CESFAM Hualpencillo,Alvi,CEDUC UCN Hualpén,852,263,253,895,510,778,0.71,5.3,35,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/01748,Terminal Santa Rita,Colegio Southern College,,CESFAM/ SAPU 2 de Septiembre,Lider Express,Inacap Los Ángeles,2090,187,36,480,762,1045,0.74,6.7,31,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/01547,Terminal de Buses Islajacoop,Liceo Técnico B-63 Juanita Fernández Solar,,CESFAM Norte,Supermercado Acuenta,Inacap Los Ángeles,1462,290,23,322,327,785,0.69,4.0,39,demo,9.5,6.5,5.0,6.2
https://example.invalid/demo/00734,,Colegio Mozart Schule,Parque Ecuador,Centro Clínico Docente en Oftalmología,Santa Isabel,Centro Mandala,259,189,340,633,782,122,0.54,7.7,35,demo,9.5,9.5,8.8,9.5
https://example.invalid/demo/01134,Conquistador,Escuela Particular Santa Emilia,,Centro Medico Universidad San Sebastián,Lider Express,Universidad San Sebastián,1057,74,32,37,297,134,0.82,3.8,34,demo,9.5,9.0,5.2,8.5
https://example.invalid/demo/02560,Unihue,Escuela Profesora Juana Salgado Parra G-609,,,,,4907,5212,,,,,0.62,7.0,29,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/00436,Pedro Medina,Escuela José Hipólito Salas y Toro,,Policlínico Chiguayante,Santa Isabel,,668,523,238,876,537,,0.72,6.8,32,demo,9.5,8.2,7.3,7.8
https://example.invalid/demo/01119,,Colegio Einstein Concepcion,Parque Ecuador,Centro Clínico Docente en Oftalmología,Santa Isabel,Departamento de Musica UdeC,109,229,214,397,541,162,0.79,1.5,29,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/01807,Terminal Santa Rita,Escuela de Lenguaje Alto Los Ángeles,,CESFAM/ SAPU 2 de Septiembre,Lider Express,Inacap Los Ángeles,1527,52,223,502,420,666,0.71,5.2,35,demo,9.5,6.3,5.5,6.0
https://example.invalid/demo/01172,Terminal de líneas a Tomé,Colegio la Inmaculada Concepción,Plaza Cruz,CITSALUD,Super Ganga,Colegio Bautista de Concepción,450,71,194,696,396,115,0.64,1.2,36,demo,9.5,3.3,3.3,3.3
https://example.invalid/demo/01775,Terminal Santa Rita,Escuela de Lenguaje Alto Los Ángeles,,Consultorio,Lider Express,Inacap Los Ángeles,1616,222,256,627,471,870,0.79,0.7,34,demo,9.5,9.5,7.3,9.5
https://example.invalid/demo/01416,Universidad Técnica Federico Santa María,Colegio Parque Central,,Clínica Mutual de Seguridad CCHC,Bodega Acuenta,Universidad Técnica Federico Santa María,902,128,83,1058,803,691,0.59,2.8,27,demo,9.5,5.8,4.5,5.3
https://example.invalid/demo/01301,Laguna Quiñenco,Escuela de Lenguaje Estoy Feliz,,CESFAM Yobilo,pelado,Centro de Estudios e Inclusión Laboral Biocor,891,146,210,658,837,2074,0.86,6.3,35,demo,9.5,9.5,7.8,9.5
https://example.invalid/demo/01772,Terminal Santa Rita,Escuela F-900 República de Alemania,,CESFAM/ SAPU 2 de Septiembre,Lider Express,Inacap Los Ángeles,2502,691,648,1017,746,1690,0.83,3.0,30,demo,9.5,9.5,3.8,9.5
https://example.invalid/demo/01715,Terminal Santa Rita,Liceo Alemán,Plaza Pinto,Consultorio,Supermercado Unico,Universidad y CFT de Los Lagos,1366,266,395,483,400,881,0.7,5.7,33,demo,9.5,7.8,6.3,6.7
https://example.invalid/demo/00870,Terminal de Buses 63 Rengo Lientur,Kingston College,,CESFAM Santa Sabina,Unimarc,Universidad de las Américas (Campus El Boldal),2281,378,101,837,168,754,0.69,6.0,39,demo,9.5,7.5,6.7,6.8
https://example.invalid/demo/00266,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,Plaza Pedro Medina,Policlínico Chiguayante,Unimarc,,67,226,310,703,315,,0.72,7.3,32,demo,9.5,8.8,8.2,8.5
https://example.invalid/demo/03091,,Liceo Industrial Tomé,Plazoleta Calle Las Lilas,Hospital de Tomé,Unimarc,,3607,206,149,322,835,,0.69,8.5,42,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/02337,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Unimarc,INACAP San Pedro de la Paz,1186,288,128,326,523,3418,0.65,3.8,37,demo,9.5,7.8,4.8,6.2
https://example.invalid/demo/02847,El Arenal,Colegio Remodelación Simons,,Hospital Las Higueras,Lider,Universidad Católica de la Santísima Concepción Talcahuano,1088,639,269,1322,315,831,0.56,6.7,34,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/02237,Juan Pablo II,Escuela de Lenguaje Llacolén,,Ex Clínica Universitaria San Pedro,Santa Isabel,AIEP,1798,1054,449,1337,1283,2442,0.62,6.5,34,demo,9.5,9.5,8.8,9.3
https://example.invalid/demo/02682,Hospital Las Higueras,Colegio Remodelación Simons,,Filial Cruz Roja Talcahuano,Lider,Universidad Católica de la Santísima Concepción Talcahuano,1898,1592,1230,1859,1591,1714,0.59,5.2,32,demo,9.5,9.5,9.2,9.5
https://example.invalid/demo/02470,Juan Pablo II,Escuela de Lenguaje Llacolén,Plaza San Pedro Histórico,Ex Clínica Universitaria San Pedro,Santa Isabel,Univesidad Santo Tomás Concepción,938,211,257,657,445,2952,0.78,5.0,36,demo,9.5,8.2,6.3,7.2
https://example.invalid/demo/01625,Terminal Santa Rita,Escuela Especial CADIS,,Complejo Asistencial Doctor Víctor Ríos Ruiz,Lider,,773,176,197,47,239,342,0.62,4.0,34,demo,9.5,7.0,4.8,5.7
https://example.invalid/demo/02960,,Carlos Mahns Choupay,Plaza Arturo Prat,Hospital de Tomé,Acuenta,,2775,144,500,641,319,,0.69,6.0,35,demo,9.5,9.5,8.3,9.5
https://example.invalid/demo/00817,Terminal de líneas a Tomé,Colegio Alerce,,Centro de Salud Familiar Juan Soto Fernández,Tottus,Instituto Santo Tomás,1080,151,129,696,943,970,0.8,6.8,30,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/00402,Pedro Medina,Colegio San Patricio,,Policlínico Chiguayante,Santa Isabel,,733,60,268,234,199,,0.7,8.7,40,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/02622,Los Cóndores,Liceo Industrial Juan Antonio Ríos,Parque Antofagasta,CESFAM Paulina Avendaño Pereda,Minimercado Tatán,Universidad Católica de la Santísima Concepción Talcahuano,1158,175,434,272,700,1818,0.68,7.2,41,demo,9.5,8.7,8.7,8.7
https://example.invalid/demo/02305,Juan Pablo II,Colegio Santísima Trinidad,,Ex Clínica Universitaria San Pedro,Unimarc,INACAP San Pedro de la Paz,1605,688,448,1154,999,2319,0.61,3.8,33,demo,9.5,9.0,7.8,8.5
https://example.invalid/demo/02217,Terminal de buses Pedro de Valdivia,escuela de Arquitectura UDD,Plazoleta Agua de Las Niñas,Clínica de la mujer - Sanatorio Alemán,Señora Teresa,Instituto Profesional Virginio Gómez,1908,99,65,1124,465,2472,0.67,7.8,33,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/01517,Terminal de buses Las Galaxias,Colegio Valle de Hualqui,Parque de Juegos Villa Arboleda,CESFAM Hualqui,Super Bodega Acuenta,,351,278,410,575,396,,0.71,5.2,34,demo,9.5,6.8,6.3,6.5
https://example.invalid/demo/01065,Conquistador,Centro De Capacitación Laboral Urcae COALIVI,Huerta Comunitaria C3,Indimed,Mayorista 10,Casa Central Universidad Catolica de la Santisima Concepción,100,134,356,800,253,680,0.7,5.8,30,demo,9.5,6.7,6.0,6.3
https://example.invalid/demo/01345,Universidad Técnica Federico Santa María,Jardín Infantil Jugando Aprendo,,Sanatorio Alemán,Bodega Acuenta,Universidad Técnica Federico Santa María,1186,332,268,966,338,1017,0.64,7.0,28,demo,9.5,9.0,8.7,8.7
https://example.invalid/demo/00630,Pedro Medina,Colegio Aurora de Chile,,Policlínico Chiguayante,Unimarc,,451,244,132,452,151,,0.71,5.3,34,demo,9.5,6.3,5.5,5.7
https://example.invalid/demo/02970,,Escuela de Lenguaje Campanita,Parque Villa Nuevo Tomé,Hospital de Tomé,Acuenta,,3531,206,523,1121,1465,,0.79,8.5,33,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/02888,,Escuela Lisa Enriqueta Peter Teubner,Parque Agustín Dagnino,Hospital de Tomé,Acuenta,,3024,282,961,1145,1206,,0.85,7.8,34,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/00327,Estación de buses Turbus,Colegio John F. Kennedy,,Cruz Roja Filial Chiguayante,Supermercado Monika,,1744,1433,1542,1634,1743,,0.54,2.8,24,demo,9.5,7.3,7.2,7.2
https://example.invalid/demo/02442,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Unimarc,Instituto Profesional Virginio Gómez,1948,858,612,1215,1051,3041,0.8,2.3,30,demo,9.5,7.2,3.8,6.8
https://example.invalid/demo/01642,Terminal de Buses Rurales Vega Techada,Escuela E-927 República de Israel (ex n° 5),,CESFAM NORORIENTE Los Ángeles,Super Ganga,Hogar Universidad de Concepción,413,216,176,684,352,307,0.72,5.3,32,demo,9.5,8.0,5.8,6.3
https://example.invalid/demo/00192,Estación de buses Turbus,Colegio Pacific School,Plaza de Armas de Chiguayante,Cruz Roja Filial Chiguayante,Supermercado Mey,,1145,722,889,936,1068,,0.59,7.3,29,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/00244,Chiguayante,Colegio de Lenguaje Senderos de BioBio,,Cruz Roja Filial Chiguayante,Santa Isabel,,775,680,395,846,728,,0.69,1.2,35,demo,9.5,8.8,1.5,2.7
https://example.invalid/demo/00513,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Unimarc,,765,593,651,1369,1092,,0.71,2.5,34,demo,9.5,4.2,2.8,3.2
https://example.invalid/demo/02177,Juan Pablo II,Colegio Santísima Trinidad,,Ex Clínica Universitaria San Pedro,Unimarc,INACAP San Pedro de la Paz,2250,431,234,1503,789,2947,0.91,7.2,32,demo,9.5,9.5,8.5,9.5
https://example.invalid/demo/02548,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Unimarc,Instituto Profesional Virginio Gómez,1949,557,505,1109,637,3534,0.78,0.2,40,demo,9.5,9.5,6.8,9.5
https://example.invalid/demo/00687,,Liceo Polivalente Experimental Lucila Godoy Alcayaga,Parque Metropolitano Cerro Caracol,Clínica dental: Radio Dent,Emporio Agrícola,Universidad de las Américas,656,528,238,477,699,636,0.57,7.7,35,demo,9.5,9.5,9.0,9.5
https://example.invalid/demo/02528,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Unimarc,Instituto Profesional Virginio Gómez,2661,1522,681,1940,1644,2898,0.7,5.0,37,demo,9.5,9.5,7.7,9.0
https://example.invalid/demo/02957,,Liceo República del Ecuador,Plaza Arturo Prat,Hospital de Tomé,Acuenta,,2977,334,708,596,635,,0.83,8.0,35,demo,9.5,8.7,8.3,8.3
https://example.invalid/demo/02994,,Liceo Industrial Tomé,,Hospital de Tomé,Unimarc,,3995,359,212,605,1299,,0.77,5.8,31,demo,9.5,8.7,6.5,7.3
https://example.invalid/demo/03031,,Carlos Mahns Choupay,Plaza Arturo Prat,Hospital de Tomé,Acuenta,,2685,184,462,717,194,,0.68,5.2,34,demo,9.5,5.7,5.2,5.2
https://example.invalid/demo/00888,Terminal de Buses Jota Ewert,Colegio la Inmaculada Concepción,,CITSALUD,Super Ganga,Colegio Bautista de Concepción,507,138,236,650,320,145,0.59,2.8,39,demo,9.5,6.3,5.3,5.5
https://example.invalid/demo/01401,Universidad Técnica Federico Santa María,Escuela Especial de Lenguaje Semillita,,Sanatorio Alemán,Bodega Acuenta,Universidad Técnica Federico Santa María,1177,254,184,957,380,991,0.61,4.2,31,demo,9.5,6.5,5.2,5.7
https://example.invalid/demo/01571,Terminal Tur Bus,Escuela de Lenguaje Pasitos,,CESFAM NORORIENTE Los Ángeles,MundoBike,Hogar Universidad de Concepción,511,188,65,1246,98,2112,0.61,6.2,28,demo,9.5,9.5,9.3,9.5
https://example.invalid/demo/01174,,Colegio San Agustín,,Indimed,Santa Isabel,Universidad Bolivariana,525,139,181,74,96,121,0.54,2.8,35,demo,9.5,3.8,3.0,3.3
https://example.invalid/demo/01358,Universidad Técnica Federico Santa María,Escuela Especial de Lenguaje Semillita,,Clínica Mutual de Seguridad CCHC,Alvi,Universidad Técnica Federico Santa María,1341,258,339,829,606,1130,0.74,0.0,35,demo,9.5,6.7,6.0,6.0
https://example.invalid/demo/01160,Terminal de Buses Jota Ewert,Escuela Parvularia Blanca Estela,Plazoleta Jaqueline Van Rysselberghe,CESFAM Tucapel,Minimarket Xiomara,Universidad San Sebastián,1007,162,389,254,418,830,0.82,4.7,33,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/02656,Los Cóndores,Colegio Claudio Matte Pérez,Parque Antofagasta,CESFAM Paulina Avendaño Pereda,Minimercado Tatán,Universidad Católica de la Santísima Concepción Talcahuano,2178,897,934,1486,1933,2630,0.61,7.7,36,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/00330,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Unimarc,,183,83,393,836,512,,0.69,3.8,32,demo,9.5,7.0,6.2,6.7
https://example.invalid/demo/00353,Estación de buses Turbus,Colegio Concepción Chiguayante,,Cruz Roja Filial Chiguayante,Unimarc,,2386,1227,1054,2145,1444,,0.63,8.0,30,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/00544,Estación de buses Turbus,Colegio John F. Kennedy,Plaza de Armas de Chiguayante,Cruz Roja Filial Chiguayante,Supermercado Monika,,1453,1100,1328,1280,1436,,0.75,9.0,28,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/01459,Universidad Técnica Federico Santa María,Colegio Adventista,,CESFAM Talcahuano Sur,Alvi,Universidad Técnica Federico Santa María,1025,163,147,905,511,932,0.66,2.5,32,demo,9.5,7.2,5.2,6.0
https://example.invalid/demo/02013,Juan Pablo II,Deutsche Schule Concepción,,Ex Clínica Universitaria San Pedro,Unimarc,Instituto Profesional Virginio Gómez,2340,1236,507,1624,1388,2904,0.67,1.3,39,demo,9.5,6.7,4.5,6.7
https://example.invalid/demo/02171,Juan Pablo II,Colegio Santísima Trinidad,,Ex Clínica Universitaria San Pedro,Unimarc,INACAP San Pedro de la Paz,2529,842,567,1688,879,3586,0.75,4.3,32,demo,9.5,6.3,5.0,5.5
https://example.invalid/demo/00988,Terminal de Buses 63 Rengo Lientur,Colegio Técnico Profesional Los Acacios,,Centro Medico Universidad San Sebastián,Minimarket Xiomara,Universidad San Sebastián,933,98,149,250,276,160,0.62,6.2,34,demo,9.5,8.0,7.7,8.0
https://example.invalid/demo/02481,Juan Pablo II,Colegio El Arrayán,Plaza Pedro Lira,Ex Clínica Universitaria San Pedro,Santa Isabel,INACAP San Pedro de la Paz,712,244,316,162,231,3358,0.66,7.3,29,demo,9.5,9.5,8.7,9.5
https://example.invalid/demo/00759,Terminal de buses Pedro de Valdivia,After School,,Clínica de la mujer - Sanatorio Alemán,Señora Teresa,Centro Mandala,1147,1411,1610,2538,1821,2857,0.85,8.7,33,demo,9.5,9.5,9.5,9.5
https://example.invalid/demo/00533,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Super Ganga,,743,563,579,1319,1053,,0.71,0.0,35,demo,9.5,6.5,6.2,6.2
https://example.invalid/demo/00352,Pedro Medina,Colegio John F. Kennedy,,Cruz Roja Filial Chiguayante,Supermercado Monika,,1586,1374,1290,1575,1653,,0.81,5.3,32,demo,9.5,9.5,9.2,9.5
https://example.invalid/demo/02864,El Arenal,Escuela Básica Libertad E 492,,CESFAM San Vicente,Unimarc,Instituto Profesional ESUCOMEX Talcahuano,678,500,33,1056,811,1046,0.85,5.8,39,demo,9.5,9.5,8.7,9.5
https://example.invalid/demo/01920,Lirquén,Escuela Penco,,CESFAM Penco,Gabito,,3706,385,622,889,643,,0.74,5.2,34,demo,9.5,7.2,5.8,6.7
https://example.invalid/demo/01325,Lorenzo Arenas,Escuela Especial de Lenguaje Semillita,,Centro Médico Andes Salud Concepción,Alvi,Escuela de Suboficiales de Carabineros - Grupo Concepción,1367,532,418,594,608,1337,0.82,7.2,33,demo,9.5,8.3,7.7,8.3
https://example.invalid/demo/01388,Universidad Técnica Federico Santa María,Colegio Parque Central,,CESFAM Talcahuano Sur,Alvi,Universidad Técnica Federico Santa María,656,529,306,1399,398,494,0.82,3.3,34,demo,9.5,5.7,4.0,5.3
https://example.invalid/demo/00465,Pedro Medina,Colegio de Lenguaje Senderos de BioBio,,Policlínico Chiguayante,Unimarc,,685,510,569,1283,1015,,0.73,0.0,33,demo,9.5,7.7,5.7,7.3
https://example.invalid/demo/01881,,,,,,,,,,,,,0.7,8.2,43,demo,9.5,9.5,9.0,9.5
https://example.invalid/demo/02130,Juan Pablo II,Escuela de Lenguaje Llacolén,Plaza Lota,Ex Clínica Universitaria San Pedro,Super Gangas,Univesidad Santo Tomás Concepción,608,499,442,1056,383,2886,0.7,7.2,30,demo,9.5,8.2,7.8,8.2
https://example.invalid/demo/00751,Terminal de Buses Jota Ewert,Escuela Especial de Lenguaje Pequeños Amigos,Bandejón central Manuel Rodriguez,CESFAM Tucapel,Unimarc,Colegio Bautista de Concepción,248,173,122,1049,561,554,0.78,6.0,32,demo,9.5,7.3,6.7,6.8
https://example.invalid/demo/01965,Lirquén,Escuela de Lenguaje San Nicolás,,Centro de diálisis Nephrocare,Maro,,2697,135,264,29,127,,0.57,7.5,28,demo,9.5,9.5,9.2,9.5
https://example.invalid/demo/02719,Hospital Las Higueras,Liceo La Asunción,,Hospital Las Higueras,Supermercado Ganga,Universidad Católica de la Santísima Concepción Talcahuano,822,452,214,245,879,899,0.68,6.8,34,demo,9.5,8.0,7.0,7.3
https://example.invalid/demo/02673,Hospital Las Higueras,Escuela Básica Libertad E 492,,Hospital Las Higueras,Supermercado Ganga,Universidad Católica de la Santísima Concepción Talcahuano,918,213,148,553,781,699,0.74,8.0,34,demo,9.5,9.2,9.2,9.2
https://example.invalid/demo/02644,El Arenal,Colegio Remodelación Simons,Plaza El Morro,Filial Cruz Roja Talcahuano,Lider,Instituto Profesional ESUCOMEX Talcahuano,1057,350,23,938,423,793,0.74,0.0,35,demo,9.5,7.7,7.0,7.2
https://example.invalid/demo/02534,Juan Pablo II,Colegio Santísima Trinidad,,Ex Clínica Universitaria San Pedro,Unimarc,INACAP San Pedro de la Paz,1885,260,127,1072,295,3195,0.74,2.0,34,demo,9.5,6.2,5.0,5.7
